zip,state,county,city_town,climate_zone,moisture_regime
75167,TX,ELLIS,WAXAHACHIE,3,moist
75168,TX,ELLIS,WAXAHACHIE,3,moist
75169,TX,VAN ZANDT,WILLS POINT,3,moist
75172,TX,DALLAS,WILMER,3,moist
75173,TX,COLLIN,NEVADA,3,moist
75180,TX,DALLAS,BALCH SPRINGS,3,moist
75181,TX,DALLAS,MESQUITE,3,moist
75182,TX,DALLAS,SUNNYVALE,3,moist
75185,TX,DALLAS,MESQUITE,3,moist
75187,TX,DALLAS,MESQUITE,3,moist
75189,TX,ROCKWALL,ROYSE CITY,3,moist
75201,TX,DALLAS,DALLAS,3,moist
75202,TX,DALLAS,DALLAS,3,moist
75203,TX,DALLAS,DALLAS,3,moist
75204,TX,DALLAS,DALLAS,3,moist
75205,TX,DALLAS,DALLAS,3,moist
75206,TX,DALLAS,DALLAS,3,moist
75207,TX,DALLAS,DALLAS,3,moist
75208,TX,DALLAS,DALLAS,3,moist
75209,TX,DALLAS,DALLAS,3,moist
75210,TX,DALLAS,DALLAS,3,moist
75211,TX,DALLAS,DALLAS,3,moist
75212,TX,DALLAS,DALLAS,3,moist
75214,TX,DALLAS,DALLAS,3,moist
75215,TX,DALLAS,DALLAS,3,moist
75216,TX,DALLAS,DALLAS,3,moist
75217,TX,DALLAS,DALLAS,3,moist
75218,TX,DALLAS,DALLAS,3,moist
75219,TX,DALLAS,DALLAS,3,moist
75220,TX,DALLAS,DALLAS,3,moist
75221,TX,DALLAS,DALLAS,3,moist
75222,TX,DALLAS,DALLAS,3,moist
75223,TX,DALLAS,DALLAS,3,moist
75224,TX,DALLAS,DALLAS,3,moist
75225,TX,DALLAS,DALLAS,3,moist
75226,TX,DALLAS,DALLAS,3,moist
75227,TX,DALLAS,DALLAS,3,moist
75228,TX,DALLAS,DALLAS,3,moist
75229,TX,DALLAS,DALLAS,3,moist
75230,TX,DALLAS,DALLAS,3,moist
75231,TX,DALLAS,DALLAS,3,moist
75232,TX,DALLAS,DALLAS,3,moist
75233,TX,DALLAS,DALLAS,3,moist
75234,TX,DALLAS,DALLAS,3,moist
75235,TX,DALLAS,DALLAS,3,moist
75236,TX,DALLAS,DALLAS,3,moist
75237,TX,DALLAS,DALLAS,3,moist
75238,TX,DALLAS,DALLAS,3,moist
75240,TX,DALLAS,DALLAS,3,moist
75241,TX,DALLAS,DALLAS,3,moist
75242,TX,DALLAS,DALLAS,3,moist
75243,TX,DALLAS,DALLAS,3,moist
75244,TX,DALLAS,DALLAS,3,moist
75246,TX,DALLAS,DALLAS,3,moist
75247,TX,DALLAS,DALLAS,3,moist
75248,TX,DALLAS,DALLAS,3,moist
75249,TX,DALLAS,DALLAS,3,moist
75250,TX,DALLAS,DALLAS,3,moist
75251,TX,DALLAS,DALLAS,3,moist
75252,TX,COLLIN,DALLAS,3,moist
75253,TX,DALLAS,DALLAS,3,moist
75254,TX,DALLAS,DALLAS,3,moist
75260,TX,DALLAS,DALLAS,3,moist
75261,TX,DALLAS,DALLAS,3,moist
75265,TX,DALLAS,DALLAS,3,moist
75266,TX,DALLAS,DALLAS,3,moist
75270,TX,DALLAS,DALLAS,3,moist
75275,TX,DALLAS,DALLAS,3,moist
75277,TX,DALLAS,DALLAS,3,moist
75283,TX,DALLAS,DALLAS,3,moist
75287,TX,COLLIN,DALLAS,3,moist
75301,TX,DALLAS,DALLAS,3,moist
75312,TX,DALLAS,DALLAS,3,moist
75313,TX,DALLAS,DALLAS,3,moist
75315,TX,DALLAS,DALLAS,3,moist
75320,TX,DALLAS,DALLAS,3,moist
75326,TX,DALLAS,DALLAS,3,moist
75336,TX,DALLAS,DALLAS,3,moist
75339,TX,DALLAS,DALLAS,3,moist
75342,TX,DALLAS,DALLAS,3,moist
75354,TX,DALLAS,DALLAS,3,moist
75355,TX,DALLAS,DALLAS,3,moist
75356,TX,DALLAS,DALLAS,3,moist
75357,TX,DALLAS,DALLAS,3,moist
75359,TX,DALLAS,DALLAS,3,moist
75360,TX,DALLAS,DALLAS,3,moist
75367,TX,DALLAS,DALLAS,3,moist
75370,TX,DALLAS,DALLAS,3,moist
75371,TX,DALLAS,DALLAS,3,moist
75372,TX,DALLAS,DALLAS,3,moist
75374,TX,DALLAS,DALLAS,3,moist
75376,TX,DALLAS,DALLAS,3,moist
75378,TX,DALLAS,DALLAS,3,moist
75379,TX,DALLAS,DALLAS,3,moist
75380,TX,DALLAS,DALLAS,3,moist
75381,TX,DALLAS,DALLAS,3,moist
75382,TX,DALLAS,DALLAS,3,moist
75390,TX,DALLAS,DALLAS,3,moist
75397,TX,DALLAS,DALLAS,3,moist
75401,TX,HUNT,GREENVILLE,3,moist
75402,TX,HUNT,GREENVILLE,3,moist
75403,TX,HUNT,GREENVILLE,3,moist
75404,TX,HUNT,GREENVILLE,3,moist
75407,TX,COLLIN,PRINCETON,3,moist
75409,TX,COLLIN,ANNA,3,moist
75410,TX,WOOD,ALBA,3,moist
75411,TX,LAMAR,ARTHUR CITY,3,moist
75412,TX,RED RIVER,BAGWELL,3,moist
75413,TX,FANNIN,BAILEY,3,moist
75414,TX,GRAYSON,BELLS,3,moist
75416,TX,LAMAR,BLOSSOM,3,moist
75417,TX,RED RIVER,BOGATA,3,moist
75418,TX,FANNIN,BONHAM,3,moist
75420,TX,HOPKINS,BRASHEAR,3,moist
75421,TX,LAMAR,BROOKSTON,3,moist
75422,TX,HUNT,CAMPBELL,3,moist
75423,TX,HUNT,CELESTE,3,moist
75424,TX,COLLIN,BLUE RIDGE,3,moist
75426,TX,RED RIVER,CLARKSVILLE,3,moist
75428,TX,HUNT,COMMERCE,3,moist
75429,TX,HUNT,COMMERCE,3,moist
75431,TX,HOPKINS,COMO,3,moist
75432,TX,DELTA,COOPER,3,moist
75433,TX,HOPKINS,CUMBY,3,moist
75434,TX,LAMAR,CUNNINGHAM,3,moist
75435,TX,LAMAR,DEPORT,3,moist
75436,TX,RED RIVER,DETROIT,3,moist
75437,TX,HOPKINS,DIKE,3,moist
75438,TX,FANNIN,DODD CITY,3,moist
75439,TX,FANNIN,ECTOR,3,moist
75440,TX,RAINS,EMORY,3,moist
75441,TX,DELTA,ENLOE,3,moist
75442,TX,COLLIN,FARMERSVILLE,3,moist
75443,TX,FANNIN,GOBER,3,moist
75444,TX,WOOD,GOLDEN,3,moist
75446,TX,FANNIN,HONEY GROVE,3,moist
75447,TX,FANNIN,IVANHOE,3,moist
75448,TX,DELTA,KLONDIKE,3,moist
75449,TX,FANNIN,LADONIA,3,moist
75450,TX,DELTA,LAKE CREEK,3,moist
75451,TX,CAMP,LEESBURG,3,moist
75452,TX,FANNIN,LEONARD,3,moist
75453,TX,HUNT,LONE OAK,3,moist
75454,TX,COLLIN,MELISSA,3,moist
75455,TX,TITUS,MOUNT PLEASANT,3,moist
75456,TX,TITUS,MOUNT PLEASANT,3,moist
75457,TX,FRANKLIN,MOUNT VERNON,3,moist
75458,TX,HUNT,MERIT,3,moist
75459,TX,GRAYSON,HOWE,3,moist
75460,TX,LAMAR,PARIS,3,moist
75461,TX,LAMAR,PARIS,3,moist
75462,TX,LAMAR,PARIS,3,moist
75468,TX,LAMAR,PATTONVILLE,3,moist
75469,TX,DELTA,PECAN GAP,3,moist
75470,TX,LAMAR,PETTY,3,moist
75471,TX,HOPKINS,PICKTON,3,moist
75472,TX,RAINS,POINT,3,moist
75473,TX,LAMAR,POWDERLY,3,moist
75474,TX,HUNT,QUINLAN,3,moist
75475,TX,FANNIN,RANDOLPH,3,moist
75476,TX,FANNIN,RAVENNA,3,moist
75477,TX,LAMAR,ROXTON,3,moist
75478,TX,HOPKINS,SALTILLO,3,moist
75479,TX,FANNIN,SAVOY,3,moist
75480,TX,FRANKLIN,SCROGGINS,3,moist
75481,TX,HOPKINS,SULPHUR BLUFF,3,moist
75482,TX,HOPKINS,SULPHUR SPRINGS,3,moist
75483,TX,HOPKINS,SULPHUR SPRINGS,3,moist
75485,TX,COLLIN,WESTMINSTER,3,moist
75486,TX,LAMAR,SUMNER,3,moist
75487,TX,FRANKLIN,TALCO,3,moist
75488,TX,FANNIN,TELEPHONE,3,moist
75489,TX,GRAYSON,TOM BEAN,3,moist
75490,TX,FANNIN,TRENTON,3,moist
75491,TX,GRAYSON,WHITEWRIGHT,3,moist
75492,TX,FANNIN,WINDOM,3,moist
75493,TX,TITUS,WINFIELD,3,moist
75494,TX,WOOD,WINNSBORO,3,moist
75495,TX,GRAYSON,VAN ALSTYNE,3,moist
75496,TX,HUNT,WOLFE CITY,3,moist
75497,TX,WOOD,YANTIS,3,moist
75501,TX,BOWIE,TEXARKANA,3,moist
75503,TX,BOWIE,TEXARKANA,3,moist
75504,TX,BOWIE,TEXARKANA,3,moist
75505,TX,BOWIE,TEXARKANA,3,moist
75507,TX,BOWIE,TEXARKANA,3,moist
75550,TX,RED RIVER,ANNONA,3,moist
75551,TX,CASS,ATLANTA,3,moist
75554,TX,RED RIVER,AVERY,3,moist
75555,TX,CASS,BIVINS,3,moist
75556,TX,CASS,BLOOMBURG,3,moist
75558,TX,TITUS,COOKVILLE,3,moist
75559,TX,BOWIE,DE KALB,3,moist
75560,TX,CASS,DOUGLASSVILLE,3,moist
75561,TX,BOWIE,HOOKS,3,moist
75563,TX,CASS,LINDEN,3,moist
75565,TX,CASS,MC LEOD,3,moist
75566,TX,CASS,MARIETTA,3,moist
75567,TX,BOWIE,MAUD,3,moist
75568,TX,MORRIS,NAPLES,3,moist
75569,TX,BOWIE,NASH,3,moist
75570,TX,BOWIE,NEW BOSTON,3,moist
75571,TX,MORRIS,OMAHA,3,moist
75572,TX,CASS,QUEEN CITY,3,moist
75573,TX,BOWIE,REDWATER,3,moist
75574,TX,BOWIE,SIMMS,3,moist
75601,TX,GREGG,LONGVIEW,3,moist
75602,TX,GREGG,LONGVIEW,3,moist
75603,TX,GREGG,LONGVIEW,3,moist
75604,TX,GREGG,LONGVIEW,3,moist
75605,TX,GREGG,LONGVIEW,3,moist
75606,TX,GREGG,LONGVIEW,3,moist
75607,TX,GREGG,LONGVIEW,3,moist
75608,TX,GREGG,LONGVIEW,3,moist
75615,TX,GREGG,LONGVIEW,3,moist
75630,TX,CASS,AVINGER,3,moist
75631,TX,PANOLA,BECKVILLE,3,moist
75633,TX,PANOLA,CARTHAGE,3,moist
75636,TX,MORRIS,CASON,3,moist
75637,TX,PANOLA,CLAYTON,3,moist
75638,TX,MORRIS,DAINGERFIELD,3,moist
75639,TX,PANOLA,DE BERRY,3,moist
75640,TX,UPSHUR,DIANA,3,moist
75641,TX,GREGG,EASTON,3,moist
75642,TX,HARRISON,ELYSIAN FIELDS,3,moist
75643,TX,PANOLA,GARY,3,moist
75644,TX,UPSHUR,GILMER,3,moist
75645,TX,UPSHUR,GILMER,3,moist
75647,TX,GREGG,GLADEWATER,3,moist
75650,TX,HARRISON,HALLSVILLE,3,moist
75651,TX,HARRISON,HARLETON,3,moist
75652,TX,RUSK,HENDERSON,3,moist
75653,TX,RUSK,HENDERSON,3,moist
75654,TX,RUSK,HENDERSON,3,moist
75656,TX,CASS,HUGHES SPRINGS,3,moist
75657,TX,MARION,JEFFERSON,3,moist
75659,TX,HARRISON,JONESVILLE,3,moist
75660,TX,GREGG,JUDSON,3,moist
75661,TX,HARRISON,KARNACK,3,moist
75662,TX,GREGG,KILGORE,3,moist
75663,TX,GREGG,KILGORE,3,moist
75666,TX,RUSK,LAIRD HILL,3,moist
75667,TX,RUSK,LANEVILLE,3,moist
75668,TX,MORRIS,LONE STAR,3,moist
75669,TX,PANOLA,LONG BRANCH,3,moist
75670,TX,HARRISON,MARSHALL,3,moist
75671,TX,HARRISON,MARSHALL,3,moist
75672,TX,HARRISON,MARSHALL,3,moist
75680,TX,RUSK,MINDEN,3,moist
75681,TX,RUSK,MOUNT ENTERPRISE,3,moist
75682,TX,RUSK,NEW LONDON,3,moist
75683,TX,UPSHUR,ORE CITY,3,moist
75684,TX,RUSK,OVERTON,3,moist
75685,TX,PANOLA,PANOLA,3,moist
75686,TX,CAMP,PITTSBURG,3,moist
75687,TX,RUSK,PRICE,3,moist
75688,TX,HARRISON,SCOTTSVILLE,3,moist
75689,TX,RUSK,SELMAN CITY,3,moist
75691,TX,RUSK,TATUM,3,moist
75692,TX,HARRISON,WASKOM,3,moist
75693,TX,GREGG,WHITE OAK,3,moist
75694,TX,HARRISON,WOODLAWN,3,moist
75701,TX,SMITH,TYLER,3,moist
75702,TX,SMITH,TYLER,3,moist
75703,TX,SMITH,TYLER,3,moist
75704,TX,SMITH,TYLER,3,moist
75705,TX,SMITH,TYLER,3,moist
75706,TX,SMITH,TYLER,3,moist
75707,TX,SMITH,TYLER,3,moist
75708,TX,SMITH,TYLER,3,moist
75709,TX,SMITH,TYLER,3,moist
75710,TX,SMITH,TYLER,3,moist
75711,TX,SMITH,TYLER,3,moist
75712,TX,SMITH,TYLER,3,moist
75713,TX,SMITH,TYLER,3,moist
75750,TX,SMITH,ARP,3,moist
75751,TX,HENDERSON,ATHENS,3,moist
75752,TX,HENDERSON,ATHENS,3,moist
75754,TX,VAN ZANDT,BEN WHEELER,3,moist
75755,TX,UPSHUR,BIG SANDY,3,moist
75756,TX,HENDERSON,BROWNSBORO,3,moist
75757,TX,SMITH,BULLARD,3,moist
75758,TX,HENDERSON,CHANDLER,3,moist
75759,TX,CHEROKEE,CUNEY,2,moist
75760,TX,NACOGDOCHES,CUSHING,3,moist
75762,TX,SMITH,FLINT,3,moist
75763,TX,ANDERSON,FRANKSTON,2,moist
75764,TX,CHEROKEE,GALLATIN,2,moist
75765,TX,WOOD,HAWKINS,3,moist
75766,TX,CHEROKEE,JACKSONVILLE,2,moist
75770,TX,HENDERSON,LARUE,3,moist
75771,TX,SMITH,LINDALE,3,moist
75772,TX,CHEROKEE,MAYDELLE,2,moist
75773,TX,WOOD,MINEOLA,3,moist
75778,TX,HENDERSON,MURCHISON,3,moist
75779,TX,ANDERSON,NECHES,2,moist
75780,TX,CHEROKEE,NEW SUMMERFIELD,2,moist
75782,TX,HENDERSON,POYNOR,3,moist
75783,TX,WOOD,QUITMAN,3,moist
75784,TX,CHEROKEE,REKLAW,2,moist
75785,TX,CHEROKEE,RUSK,2,moist
75789,TX,SMITH,TROUP,3,moist
75790,TX,VAN ZANDT,VAN,3,moist
75791,TX,SMITH,WHITEHOUSE,3,moist
75792,TX,SMITH,WINONA,3,moist
75799,TX,SMITH,TYLER,3,moist
75801,TX,ANDERSON,PALESTINE,2,moist
75802,TX,ANDERSON,PALESTINE,2,moist
75803,TX,ANDERSON,PALESTINE,2,moist
75831,TX,LEON,BUFFALO,2,moist
75832,TX,ANDERSON,CAYUGA,2,moist
75833,TX,LEON,CENTERVILLE,2,moist
75835,TX,HOUSTON,CROCKETT,2,moist
75838,TX,FREESTONE,DONIE,2,moist
75839,TX,ANDERSON,ELKHART,2,moist
75840,TX,FREESTONE,FAIRFIELD,2,moist
75844,TX,HOUSTON,GRAPELAND,2,moist
75845,TX,TRINITY,GROVETON,2,moist
75846,TX,LEON,JEWETT,2,moist
75847,TX,HOUSTON,KENNARD,2,moist
75848,TX,FREESTONE,KIRVIN,2,moist
75849,TX,HOUSTON,LATEXO,2,moist
75850,TX,LEON,LEONA,2,moist
75851,TX,HOUSTON,LOVELADY,2,moist
75852,TX,MADISON,MIDWAY,2,moist
75853,TX,ANDERSON,MONTALBA,2,moist
75855,TX,LEON,OAKWOOD,2,moist
75856,TX,TRINITY,PENNINGTON,2,moist
75858,TX,HOUSTON,RATCLIFF,2,moist
75859,TX,FREESTONE,STREETMAN,2,moist
75860,TX,FREESTONE,TEAGUE,2,moist
75861,TX,ANDERSON,TENNESSEE COLONY,2,moist
75862,TX,TRINITY,TRINITY,2,moist
75865,TX,TRINITY,WOODLAKE,2,moist
75901,TX,ANGELINA,LUFKIN,2,moist
75902,TX,ANGELINA,LUFKIN,2,moist
75903,TX,ANGELINA,LUFKIN,2,moist
75904,TX,ANGELINA,LUFKIN,2,moist
75915,TX,ANGELINA,LUFKIN,2,moist
75925,TX,CHEROKEE,ALTO,2,moist
75926,TX,TRINITY,APPLE SPRINGS,2,moist
75928,TX,NEWTON,BON WIER,2,moist
75929,TX,SAN AUGUSTINE,BROADDUS,3,moist
75930,TX,SABINE,BRONSON,3,moist
75931,TX,JASPER,BROOKELAND,2,moist
75932,TX,NEWTON,BURKEVILLE,2,moist
75933,TX,NEWTON,CALL,2,moist
75934,TX,POLK,CAMDEN,2,moist
75935,TX,SHELBY,CENTER,3,moist
75936,TX,TYLER,CHESTER,2,moist
75937,TX,NACOGDOCHES,CHIRENO,3,moist
75938,TX,TYLER,COLMESNEIL,2,moist
75939,TX,POLK,CORRIGAN,2,moist
75941,TX,ANGELINA,DIBOLL,2,moist
75942,TX,TYLER,DOUCETTE,2,moist
75943,TX,NACOGDOCHES,DOUGLASS,3,moist
75944,TX,NACOGDOCHES,ETOILE,3,moist
75946,TX,NACOGDOCHES,GARRISON,3,moist
75948,TX,SABINE,HEMPHILL,3,moist
75949,TX,ANGELINA,HUNTINGTON,2,moist
75951,TX,JASPER,JASPER,2,moist
75954,TX,SHELBY,JOAQUIN,3,moist
75956,TX,JASPER,KIRBYVILLE,2,moist
75958,TX,NACOGDOCHES,MARTINSVILLE,3,moist
75959,TX,SABINE,MILAM,3,moist
75960,TX,POLK,MOSCOW,2,moist
75961,TX,NACOGDOCHES,NACOGDOCHES,3,moist
75962,TX,NACOGDOCHES,NACOGDOCHES,3,moist
75963,TX,NACOGDOCHES,NACOGDOCHES,3,moist
75964,TX,NACOGDOCHES,NACOGDOCHES,3,moist
75965,TX,NACOGDOCHES,NACOGDOCHES,3,moist
75966,TX,NEWTON,NEWTON,2,moist
75968,TX,SABINE,PINELAND,3,moist
75969,TX,ANGELINA,POLLOK,2,moist
75972,TX,SAN AUGUSTINE,SAN AUGUSTINE,3,moist
75973,TX,SHELBY,SHELBYVILLE,3,moist
75974,TX,SHELBY,TENAHA,3,moist
75975,TX,SHELBY,TIMPSON,3,moist
75976,TX,CHEROKEE,WELLS,2,moist
75978,TX,NACOGDOCHES,WODEN,3,moist
75979,TX,TYLER,WOODVILLE,2,moist
75980,TX,ANGELINA,ZAVALLA,2,moist
76001,TX,TARRANT,ARLINGTON,3,moist
76002,TX,TARRANT,ARLINGTON,3,moist
76003,TX,TARRANT,ARLINGTON,3,moist
76004,TX,TARRANT,ARLINGTON,3,moist
76005,TX,TARRANT,ARLINGTON,3,moist
76006,TX,TARRANT,ARLINGTON,3,moist
76007,TX,TARRANT,ARLINGTON,3,moist
76008,TX,PARKER,ALEDO,3,moist
76009,TX,JOHNSON,ALVARADO,3,moist
76010,TX,TARRANT,ARLINGTON,3,moist
76011,TX,TARRANT,ARLINGTON,3,moist
76012,TX,TARRANT,ARLINGTON,3,moist
76013,TX,TARRANT,ARLINGTON,3,moist
76014,TX,TARRANT,ARLINGTON,3,moist
76015,TX,TARRANT,ARLINGTON,3,moist
76016,TX,TARRANT,ARLINGTON,3,moist
76017,TX,TARRANT,ARLINGTON,3,moist
76018,TX,TARRANT,ARLINGTON,3,moist
76019,TX,TARRANT,ARLINGTON,3,moist
76020,TX,TARRANT,AZLE,3,moist
76021,TX,TARRANT,BEDFORD,3,moist
76022,TX,TARRANT,BEDFORD,3,moist
76023,TX,WISE,BOYD,3,moist
76028,TX,JOHNSON,BURLESON,3,moist
76031,TX,JOHNSON,CLEBURNE,3,moist
76033,TX,JOHNSON,CLEBURNE,3,moist
76034,TX,TARRANT,COLLEYVILLE,3,moist
76035,TX,HOOD,CRESSON,3,moist
76036,TX,TARRANT,CROWLEY,3,moist
76039,TX,TARRANT,EULESS,3,moist
76040,TX,TARRANT,EULESS,3,moist
76041,TX,ELLIS,FORRESTON,3,moist
76043,TX,SOMERVELL,GLEN ROSE,3,moist
76044,TX,JOHNSON,GODLEY,3,moist
76048,TX,HOOD,GRANBURY,3,moist
76049,TX,HOOD,GRANBURY,3,moist
76050,TX,JOHNSON,GRANDVIEW,3,moist
76051,TX,TARRANT,GRAPEVINE,3,moist
76052,TX,TARRANT,HASLET,3,moist
76053,TX,TARRANT,HURST,3,moist
76054,TX,TARRANT,HURST,3,moist
76055,TX,HILL,ITASCA,2,moist
76058,TX,JOHNSON,JOSHUA,3,moist
76059,TX,JOHNSON,KEENE,3,moist
76060,TX,TARRANT,KENNEDALE,3,moist
76061,TX,JOHNSON,LILLIAN,3,moist
76063,TX,TARRANT,MANSFIELD,3,moist
76064,TX,ELLIS,MAYPEARL,3,moist
76065,TX,ELLIS,MIDLOTHIAN,3,moist
76066,TX,PARKER,MILLSAP,3,moist
76067,TX,PALO PINTO,MINERAL WELLS,3,moist
76068,TX,PALO PINTO,MINERAL WELLS,3,moist
76070,TX,SOMERVELL,NEMO,3,moist
76071,TX,WISE,NEWARK,3,moist
76073,TX,WISE,PARADISE,3,moist
76077,TX,SOMERVELL,RAINBOW,3,moist
76078,TX,WISE,RHOME,3,moist
76082,TX,PARKER,SPRINGTOWN,3,moist
76084,TX,JOHNSON,VENUS,3,moist
76085,TX,PARKER,WEATHERFORD,3,moist
76086,TX,PARKER,WEATHERFORD,3,moist
76087,TX,PARKER,WEATHERFORD,3,moist
76088,TX,PARKER,WEATHERFORD,3,moist
76092,TX,TARRANT,SOUTHLAKE,3,moist
76093,TX,JOHNSON,RIO VISTA,3,moist
76094,TX,TARRANT,ARLINGTON,3,moist
76095,TX,TARRANT,BEDFORD,3,moist
76096,TX,TARRANT,ARLINGTON,3,moist
76097,TX,JOHNSON,BURLESON,3,moist
76098,TX,PARKER,AZLE,3,moist
76099,TX,TARRANT,GRAPEVINE,3,moist
76101,TX,TARRANT,FORT WORTH,3,moist
76102,TX,TARRANT,FORT WORTH,3,moist
76103,TX,TARRANT,FORT WORTH,3,moist
76104,TX,TARRANT,FORT WORTH,3,moist
76105,TX,TARRANT,FORT WORTH,3,moist
76106,TX,TARRANT,FORT WORTH,3,moist
76107,TX,TARRANT,FORT WORTH,3,moist
76108,TX,TARRANT,FORT WORTH,3,moist
76109,TX,TARRANT,FORT WORTH,3,moist
76110,TX,TARRANT,FORT WORTH,3,moist
76111,TX,TARRANT,FORT WORTH,3,moist
76112,TX,TARRANT,FORT WORTH,3,moist
76113,TX,TARRANT,FORT WORTH,3,moist
76114,TX,TARRANT,FORT WORTH,3,moist
76115,TX,TARRANT,FORT WORTH,3,moist
76116,TX,TARRANT,FORT WORTH,3,moist
76117,TX,TARRANT,HALTOM CITY,3,moist
76118,TX,TARRANT,FORT WORTH,3,moist
76119,TX,TARRANT,FORT WORTH,3,moist
76120,TX,TARRANT,FORT WORTH,3,moist
76121,TX,TARRANT,FORT WORTH,3,moist
76122,TX,TARRANT,FORT WORTH,3,moist
76123,TX,TARRANT,FORT WORTH,3,moist
76124,TX,TARRANT,FORT WORTH,3,moist
76126,TX,TARRANT,FORT WORTH,3,moist
76127,TX,TARRANT,NAVAL AIR STATION JRB,3,moist
76129,TX,TARRANT,FORT WORTH,3,moist
76131,TX,TARRANT,FORT WORTH,3,moist
76132,TX,TARRANT,FORT WORTH,3,moist
76133,TX,TARRANT,FORT WORTH,3,moist
76134,TX,TARRANT,FORT WORTH,3,moist
76135,TX,TARRANT,FORT WORTH,3,moist
76136,TX,TARRANT,FORT WORTH,3,moist
76137,TX,TARRANT,FORT WORTH,3,moist
76140,TX,TARRANT,FORT WORTH,3,moist
76147,TX,TARRANT,FORT WORTH,3,moist
76148,TX,TARRANT,FORT WORTH,3,moist
76155,TX,TARRANT,FORT WORTH,3,moist
76161,TX,TARRANT,FORT WORTH,3,moist
76162,TX,TARRANT,FORT WORTH,3,moist
76163,TX,TARRANT,FORT WORTH,3,moist
76164,TX,TARRANT,FORT WORTH,3,moist
76166,TX,TARRANT,FORT WORTH,3,moist
76177,TX,TARRANT,FORT WORTH,3,moist
76179,TX,TARRANT,FORT WORTH,3,moist
76180,TX,TARRANT,NORTH RICHLAND HILLS,3,moist
76181,TX,TARRANT,FORT WORTH,3,moist
76182,TX,TARRANT,NORTH RICHLAND HILLS,3,moist
76185,TX,TARRANT,FORT WORTH,3,moist
76192,TX,TARRANT,FORT WORTH,3,moist
76196,TX,TARRANT,FORT WORTH,3,moist
76199,TX,TARRANT,FORT WORTH,3,moist
76201,TX,DENTON,DENTON,3,moist
76202,TX,DENTON,DENTON,3,moist
76203,TX,DENTON,DENTON,3,moist
76204,TX,DENTON,DENTON,3,moist
76205,TX,DENTON,DENTON,3,moist
76206,TX,DENTON,DENTON,3,moist
76207,TX,DENTON,DENTON,3,moist
76208,TX,DENTON,DENTON,3,moist
76209,TX,DENTON,DENTON,3,moist
76210,TX,DENTON,DENTON,3,moist
76225,TX,WISE,ALVORD,3,moist
76226,TX,DENTON,ARGYLE,3,moist
76227,TX,DENTON,AUBREY,3,moist
76228,TX,CLAY,BELLEVUE,3,moist
76230,TX,MONTAGUE,BOWIE,3,moist
76233,TX,GRAYSON,COLLINSVILLE,3,moist
76234,TX,WISE,DECATUR,3,moist
76238,TX,COOKE,ERA,3,moist
76239,TX,MONTAGUE,FORESTBURG,3,moist
76240,TX,COOKE,GAINESVILLE,3,moist
76241,TX,COOKE,GAINESVILLE,3,moist
76244,TX,TARRANT,KELLER,3,moist
76245,TX,GRAYSON,GORDONVILLE,3,moist
76246,TX,WISE,GREENWOOD,3,moist
76247,TX,DENTON,JUSTIN,3,moist
76248,TX,TARRANT,KELLER,3,moist
76249,TX,DENTON,KRUM,3,moist
76250,TX,COOKE,LINDSAY,3,moist
76251,TX,MONTAGUE,MONTAGUE,3,moist
76252,TX,COOKE,MUENSTER,3,moist
76253,TX,COOKE,MYRA,3,moist
76255,TX,MONTAGUE,NOCONA,3,moist
76258,TX,DENTON,PILOT POINT,3,moist
76259,TX,DENTON,PONDER,3,moist
76261,TX,MONTAGUE,RINGGOLD,3,moist
76262,TX,DENTON,ROANOKE,3,moist
76263,TX,COOKE,ROSSTON,3,moist
76264,TX,GRAYSON,SADLER,3,moist
76265,TX,MONTAGUE,SAINT JO,3,moist
76266,TX,DENTON,SANGER,3,moist
76267,TX,WISE,SLIDELL,3,moist
76268,TX,GRAYSON,SOUTHMAYD,3,moist
76270,TX,MONTAGUE,SUNSET,3,moist
76271,TX,GRAYSON,TIOGA,3,moist
76272,TX,COOKE,VALLEY VIEW,3,moist
76273,TX,GRAYSON,WHITESBORO,3,moist
76301,TX,WICHITA,WICHITA FALLS,3,moist
76302,TX,WICHITA,WICHITA FALLS,3,moist
76305,TX,WICHITA,WICHITA FALLS,3,moist
76306,TX,WICHITA,WICHITA FALLS,3,moist
76307,TX,WICHITA,WICHITA FALLS,3,moist
76308,TX,WICHITA,WICHITA FALLS,3,moist
76309,TX,WICHITA,WICHITA FALLS,3,moist
76310,TX,WICHITA,WICHITA FALLS,3,moist
76311,TX,WICHITA,SHEPPARD AFB,3,moist
76351,TX,ARCHER,ARCHER CITY,3,moist
76354,TX,WICHITA,BURKBURNETT,3,moist
76357,TX,CLAY,BYERS,3,moist
76360,TX,WICHITA,ELECTRA,3,moist
76363,TX,KNOX,GOREE,3,dry
76364,TX,WILBARGER,HARROLD,3,dry
76365,TX,CLAY,HENRIETTA,3,moist
76366,TX,ARCHER,HOLLIDAY,3,moist
76367,TX,WICHITA,IOWA PARK,3,moist
76369,TX,WICHITA,KAMAY,3,moist
76370,TX,ARCHER,MEGARGEL,3,moist
76371,TX,KNOX,MUNDAY,3,dry
76372,TX,YOUNG,NEWCASTLE,3,moist
76373,TX,WILBARGER,OKLAUNION,3,dry
76374,TX,YOUNG,OLNEY,3,moist
76377,TX,CLAY,PETROLIA,3,moist
76379,TX,ARCHER,SCOTLAND,3,moist
76380,TX,BAYLOR,SEYMOUR,3,dry
